AIRPORT_ICAO,AIRPORT_IATA,AIRPORT_NAME,AIRPORT_CITY,AIRPORT_CITY_CD,AIRPORT_STATE_CD,AIRPORT_COUNTRY_CD,AIRPORT_COUNTRY,AIRPORT_REGION,AIRPORT_REGION_TIMEZONE,UTC_HR_OFFSET,AIRPORT_LATITUDE,AIRPORT_LONGITUDE,AIRPORT_ELEVATION,AIRPORT_SIZE,UPDATED_DT
FXMK,MKH,Mokhotlong Airport,Mokhotlong,MKH,"",LS,Lesotho,Africa,Africa/Maseru,2,-29.166667,29.166667,7200,5,2017-10-10 11:17:20
FXMM,MSU,Moshoeshoe International Airport,Maseru,MSU,"",LS,Lesotho,Africa,Africa/Maseru,2,-29.301389,27.505556,5351,4,2017-10-10 11:17:20
FXQN,UNE,Qachas Airport,Qachas,UNE,"",LS,Lesotho,Africa,Africa/Maseru,2,-30.166667,27.166667,6100,5,2017-10-10 11:17:20
FXSH,SHK,Sehonghong Airport,Sehonghong,SHK,"",LS,Lesotho,Africa,Africa/Maseru,2,-29.475,27.833333,6500,5,2017-10-10 11:17:20
FXSM,SOK,Semongkong Airport,Semongkong,SOK,"",LS,Lesotho,Africa,Africa/Maseru,2,-29.833333,28.5,7200,5,2017-10-10 11:17:20
FYAR,ADI,Arandis Airport,Arandis,ADI,"",NA,Namibia,Africa,Africa/Windhoek,2,-22.4,15,1905,5,2017-10-10 11:17:20
FYGB,GOG,Gobabis Airport,Gobabis,GOG,"",NA,Namibia,Africa,Africa/Windhoek,2,-22.504722,18.974722,4729,5,2017-10-10 11:17:20
FYGF,GFY,Grootfontein Airport,Grootfontein,GFY,"",NA,Namibia,Africa,Africa/Windhoek,2,-19.6,18.133333,4636,5,2017-10-10 11:17:20
FYKT,KMP,J.G.H. Van Der Wath Airport,Keetmanshoop,KMP,"",NA,Namibia,Africa,Africa/Windhoek,2,-26.533611,18.1,3507,5,2017-10-10 11:17:20
FYLZ,LUD,Luderitz Airport,Luderitz,LUD,"",NA,Namibia,Africa,Africa/Windhoek,2,-26.686389,15.243889,1047,4,2017-10-10 11:17:20
FYMO,OKU,Mokuti Lodge Airport,Mokuti Lodge,OKU,"",NA,Namibia,Africa,Africa/Windhoek,2,-18.808333,17.05,3650,5,2017-10-10 11:17:20
FYNA,NNI,Namutoni Airport,Namutoni,NNI,"",NA,Namibia,Africa,Africa/Windhoek,2,-18.816667,16.916667,3800,5,2017-10-10 11:17:20
FYOG,OMD,Oranjemund Airport,Oranjemund,OMD,"",NA,Namibia,Africa,Africa/Windhoek,2,-28.583333,16.45,16,4,2017-10-10 11:17:20
FYOO,OKF,Okaukuejo Airport,Okaukuejo,OKF,"",NA,Namibia,Africa,Africa/Windhoek,2,-19.166667,16,3820,5,2017-10-10 11:17:20
FYOW,OTJ,Otjiwarongo Airport,Otjiwarongo,OTJ,"",NA,Namibia,Africa,Africa/Windhoek,2,-20.430556,16.6625,4840,5,2017-10-10 11:17:20
FYRU,NDU,Rundu Airport,Rundu,NDU,"",NA,Namibia,Africa,Africa/Windhoek,2,-17.955779,19.723513,3625,4,2017-10-10 11:17:20
FYSM,SWP,Swakopmund Airport,Swakopmund,SWP,"",NA,Namibia,Africa,Africa/Windhoek,2,-22.683333,14.566667,170,5,2017-10-10 11:17:20
FYTM,TSB,Tsumeb Airport,Tsumeb,TSB,"",NA,Namibia,Africa,Africa/Windhoek,2,-19.266667,17.733333,4353,5,2017-10-10 11:17:20
FYWB,WVB,Rooikop Airport,Walvis Bay,WVB,"",NA,Namibia,Africa,Africa/Windhoek,2,-22.978611,14.517222,312,4,2017-10-10 11:17:20
FYWE,ERS,Eros Airport,Windhoek,WDH,"",NA,Namibia,Africa,Africa/Windhoek,2,-22.616667,17.083333,5556,4,2017-10-10 11:17:20
FYWH,WDH,Hosea Kutako International Airport,Windhoek,WDH,"",NA,Namibia,Africa,Africa/Windhoek,2,-22.487345,17.463202,5640,4,2017-10-10 11:17:20
FZAA,FIH,"N'djili Airport",Kinshasa,FIH,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-4.387155,15.442285,1027,4,2017-10-10 11:17:20
FZAB,NLO,"N'Dolo Airport",Kinshasa,FIH,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-4.325,15.326389,951,4,2017-10-10 11:17:20
FZAG,MNB,Moanda Airport,Moanda,MNB,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-5.926944,12.352778,89,4,2017-10-10 11:17:20
FZAJ,BOA,Boma Airport,Boma,BOA,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-5.866667,13.066667,26,4,2017-10-10 11:17:20
FZAL,LZI,Luozi Airport,Luozi,LZI,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-4.9,14,722,5,2017-10-10 11:17:20
FZAM,MAT,Matadi Airport,Matadi,MAT,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-5.798333,13.441667,1116,4,2017-10-10 11:17:20
FZBA,INO,Inongo Airport,Inongo,INO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-1.95,18.279167,1040,5,2017-10-10 11:17:20
FZBI,NIO,Nioki Airport,Nioki,NIO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-2.75,17.7,1043,5,2017-10-10 11:17:20
FZBO,FDU,Bandundu Airport,Bandundu,FDU,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-3.305556,17.383333,1063,5,2017-10-10 11:17:20
FZCA,KKW,Kikwit Airport,Kikwit,KKW,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-5.036111,18.780278,1572,5,2017-10-10 11:17:20
FZCB,IDF,Idiofa Airport,Idiofa,IDF,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-5.033333,19.6,2300,5,2017-10-10 11:17:20
FZCE,LUS,Lusanga Airport,Lusanga,LUS,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-4.804654,18.718886,1443,4,2017-10-10 11:17:20
FZCV,MSM,Masi Manimba Airport,Masi Manimba,MSM,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-4.766667,17.916667,1952,5,2017-10-10 11:17:20
FZEA,MDK,Mbandaka Airport,Mbandaka,MDK,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,0.0225,18.288611,1036,4,2017-10-10 11:17:20
FZEN,BSU,Basankusu Airport,Basankusu,BSU,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,1.221667,19.788889,1217,5,2017-10-10 11:17:20
FZFA,LIE,Libenge Airport,Libenge,LIE,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,3.623611,18.638889,1125,5,2017-10-10 11:17:20
FZFD,BDT,Gbadolite Airport,Gbadolite,BDT,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,4.083333,22.45,1509,4,2017-10-10 11:17:20
FZFK,GMA,Gemena Airport,Gemena,GMA,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,3.235278,19.771111,1377,4,2017-10-10 11:17:20
FZFP,KLI,Kota Koli Airport,Kota Koli,KLI,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-4.166667,21.75,1801,5,2017-10-10 11:17:20
FZFU,BMB,Bumba Airport,Bumba,BMB,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,2.182778,22.481667,1196,4,2017-10-10 11:17:20
FZGA,LIQ,Lisala Airport,Lisala,LIQ,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,2.170556,21.496667,1527,4,2017-10-10 11:17:20
FZGN,BNB,Boende Airport,Boende,BNB,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-0.286845,20.883973,1165,4,2017-10-10 11:17:20
FZGV,IKL,Ikela Airport,Ikela,IKL,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-1.666667,23.666667,1283,5,2017-10-10 11:17:20
FZIC,FKI,Bangoka International Airport,Kisangani,FKI,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,0.481667,25.338056,1421,4,2017-10-10 11:17:20
FZIR,YAN,Yangambi Airport,Yangambi,YAN,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,0.783333,24.4,1378,5,2017-10-10 11:17:20
FZJH,IRP,Matari Airport,Isiro,IRP,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,2.8275,27.588333,2477,4,2017-10-10 11:17:20
FZKA,BUX,Bunia Airport,Bunia,BUX,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,1.565833,30.220833,4081,4,2017-10-10 11:17:20
FZKJ,BZU,Buta Airport,Buta,BZU,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,2.8,24.733333,1380,5,2017-10-10 11:17:20
FZMA,BKY,Kavumu Airport,Bukavu,BKY,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-2.308978,28.808803,5625,4,2017-10-10 11:17:20
FZNA,GOM,Goma Airport,Goma,GOM,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-1.669921,29.238349,5012,4,2017-10-10 11:17:20
FZNP,BNC,Beni Airport,Beni,BNC,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,0.577121,29.470181,3494,4,2017-10-10 11:17:20
FZOA,KND,Kindu Airport,Kindu,KND,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-2.919167,25.915278,1625,4,2017-10-10 11:17:20
FZOD,KLY,Kalima Airport,Kalima,KLY,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-2.55,26.533333,1808,5,2017-10-10 11:17:20
FZOK,KGN,Kasongo Lunda Airport,Kasongo Lunda,KGN,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-6.583333,16.816667,1785,5,2017-10-10 11:17:20
FZOP,PUN,Punia Airport,Punia,PUN,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-1.366667,26.333333,1742,5,2017-10-10 11:17:20
FZQA,FBM,Lubumbashi International Airport,Lubumbashi,FBM,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-11.58971,27.528487,4295,4,2017-10-10 11:17:20
FZQC,PWO,Pweto Airport,Pweto,PWO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-8.466667,28.9,3425,5,2017-10-10 11:17:20
FZQG,KEC,Kasenga Airport,Kasenga,KEC,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-10.333333,28.75,3146,5,2017-10-10 11:17:20
FZQM,KWZ,Kolwezi Airport,Kolwezi,KWZ,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-10.766667,25.506944,4918,4,2017-10-10 11:17:20
FZRA,MNO,Manono Airport,Manono,MNO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-7.288056,27.393889,2077,5,2017-10-10 11:17:20
FZRB,BDV,Moba Airport,Moba,BDV,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-7,29.8,2953,5,2017-10-10 11:17:20
FZRF,FMI,Kalemie Airport,Kalemie,FMI,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-5.875556,29.25,2546,4,2017-10-10 11:17:20
FZRM,KBO,Kabalo Airport,Kabalo,KBO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-6.088056,26.916667,1841,5,2017-10-10 11:17:20
FZRQ,KOO,Kongolo Airport,Kongolo,KOO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-5.394122,26.990874,1875,4,2017-10-10 11:17:20
FZSA,KMN,Kamina Airport,Kamina,KMN,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-8.641111,25.25,3543,4,2017-10-10 11:17:20
FZSK,KAP,Kapanga Airport,Kapanga,KAP,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-8.5,22.666667,3025,5,2017-10-10 11:17:20
FZTK,KNM,Kaniama Airport,Kaniama,KNM,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-7.516667,24.183333,2772,5,2017-10-10 11:17:20
FZUA,KGA,Kananga Airport,Kananga,KGA,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-5.922,22.469167,2129,4,2017-10-10 11:17:20
FZUG,LZA,Luiza Airport,Luiza,LZA,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-7.666667,22.5,2890,5,2017-10-10 11:17:20
FZUK,TSH,Tshikapa Airport,Tshikapa,TSH,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-6.437853,20.794326,1613,4,2017-10-10 11:17:20
FZVA,LJA,Lodja Airport,Lodja,LJA,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-3.46296,23.618839,1641,4,2017-10-10 11:17:20
FZVI,LBO,Lusambo Airport,Lusambo,LBO,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-4.966667,23.45,1319,5,2017-10-10 11:17:20
FZVM,MEW,Mweka Airport,Mweka,MEW,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-4.85,21.566667,1969,5,2017-10-10 11:17:20
FZVR,BAN,Basongo Airport,Basongo,BAN,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-4.313333,20.428056,1640,5,2017-10-10 11:17:20
FZVS,PFR,Ilebo Airport,Ilebo,PFR,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-4.316667,20.583333,1450,5,2017-10-10 11:17:20
FZWA,MJM,Mbuji Mayi Airport,Mbuji Mayi,MJM,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-6.15,23.633333,2221,4,2017-10-10 11:17:20
FZWC,GDJ,Gandajika Airport,Gandajika,GDJ,"",CD,The Democratic Republic of The Congo,Africa,Africa/Kinshasa,1,-6.766667,23.966667,2618,5,2017-10-10 11:17:20
FZWT,KBN,Kabinda Airport,Kabinda,KBN,"",CD,The Democratic Republic of The Congo,Africa,Africa/Lubumbashi,2,-6.116667,24.533333,2766,5,2017-10-10 11:17:20
GABS,BKO,Bamako-Senou International Airport,Bamako,BKO,"",ML,Mali,Africa,Africa/Bamako,0,12.540926,-7.947951,1247,4,2017-10-10 11:17:20
GAGM,GUD,Goundam Airport,Goundam,GUD,"",ML,Mali,Africa,Africa/Bamako,0,16.3575,-3.609722,866,5,2017-10-10 11:17:20
GAGO,GAQ,Gao Airport,Gao,GAQ,"",ML,Mali,Africa,Africa/Bamako,0,16.248611,-0.001389,870,5,2017-10-10 11:17:20
GAKA,KNZ,Kenieba Airport,Kenieba,KNZ,"",ML,Mali,Africa,Africa/Bamako,0,12.843333,-11.2525,449,5,2017-10-10 11:17:20
GAKO,KTX,Koutiala Airport,Koutiala,KTX,"",ML,Mali,Africa,Africa/Bamako,0,12.416667,-5.383333,1240,5,2017-10-10 11:17:20
GAKY,KYS,Kayes Airport,Kayes,KYS,"",ML,Mali,Africa,Africa/Bamako,0,14.431944,-11.439444,154,4,2017-10-10 11:17:20
GAMB,MZI,Ambodedjo Airport,Mopti,MZI,"",ML,Mali,Africa,Africa/Bamako,0,14.512805,-4.079561,889,4,2017-10-10 11:17:20
GANK,NRM,Nara Airport,Nara,NRM,"",ML,Mali,Africa,Africa/Bamako,0,15.25,-7.283333,889,5,2017-10-10 11:17:20
GANR,NIX,Nioro Airport,Nioro,NIX,"",ML,Mali,Africa,Africa/Bamako,0,15.239167,-9.577222,778,5,2017-10-10 11:17:20
GASK,KSS,Sikasso Airport,Sikasso,KSS,"",ML,Mali,Africa,Africa/Bamako,0,11.3,-5.583333,1378,5,2017-10-10 11:17:20
GATB,TOM,Tombouctou Airport,Tombouctou,TOM,"",ML,Mali,Africa,Africa/Bamako,0,16.732222,-3.005278,863,4,2017-10-10 11:17:20
GAYE,EYL,Yelimane Airport,Yelimane,EYL,"",ML,Mali,Africa,Africa/Bamako,0,15.133333,-10.566667,325,5,2017-10-10 11:17:20
GBYD,BJL,Banjul International Airport,Banjul,BJL,"",GM,Gambia,Africa,Africa/Banjul,0,13.34406,-16.6522,95,4,2017-12-13 18:29:45
GCFV,FUE,Fuerteventura Airport,Puerto del Rosario,FUE,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,28.450605,-13.869893,102,3,2017-12-13 18:29:45
GCGM,GMZ,La Gomera Airport,San Sebastian de la Gomera,GMZ,SP,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,28.016667,-17.2,718,4,2017-12-13 18:29:45
GCHI,VDE,Hierro Airport,Valverde,VDE,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,27.813968,-17.884937,105,4,2017-12-13 18:29:45
GCLA,SPC,La Palma Airport,Santa Cruz De La Palma,SPC,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,28.626389,-17.755556,96,4,2017-12-13 18:29:45
GCLP,LPA,Gran Canaria Airport,Las Palmas,LPA,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,27.932398,-15.384626,33,2,2017-12-13 18:29:45
GCRR,ACE,Lanzarote Airport,Lanzarote,ACE,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,28.950668,-13.609059,84,3,2017-12-13 18:29:45
GCTS,TFS,Tenerife South Airport,Tenerife,TCI,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,28.044444,-16.5725,1234,3,2017-12-13 18:29:45
GCXO,TFN,Tenerife North Airport,Tenerife,TCI,CI,ES,Spain and Canary Islands,Europe,Atlantic/Canary,0,28.488057,-16.345982,2060,3,2017-12-13 18:29:45
GEML,MLN,Melilla Airport,Melilla,MLN,SP,ES,Spain and Canary Islands,Europe,Europe/Madrid,1,35.277078,-2.957473,155,4,2017-12-13 18:29:45
GFBN,BTE,Bonthe Airport,Bonthe,BTE,"",SL,Sierra Leone,Africa,Africa/Freetown,0,7,-12.008333,14,5,2017-10-10 11:17:20
GFBO,KBS,Bo Airport,Bo,KBS,"",SL,Sierra Leone,Africa,Africa/Freetown,0,7.943889,-11.761944,328,5,2017-10-10 11:17:20
GFGK,GBK,Gbangbatok Airport,Gbangbatok,GBK,"",SL,Sierra Leone,Africa,Africa/Freetown,0,7.8,-12.366667,75,5,2017-10-10 11:17:20
GFHA,HGS,Hastings Airport,Freetown,FNA,"",SL,Sierra Leone,Africa,Africa/Freetown,0,8.393056,-13.13,60,5,2017-10-10 11:17:20
GFKB,KBA,Kabala Airport,Kabala,KBA,"",SL,Sierra Leone,Africa,Africa/Freetown,0,9.333333,-12,1012,5,2017-10-10 11:17:20
GFKE,KEN,Kenema Airport,Kenema,KEN,"",SL,Sierra Leone,Africa,Africa/Freetown,0,7.883333,-11.183333,485,5,2017-10-10 11:17:20
GFLL,FNA,Lungi International Airport,Freetown,FNA,"",SL,Sierra Leone,Africa,Africa/Freetown,0,8.616062,-13.199209,84,4,2017-10-10 11:17:20
GFYE,WYE,Yengema Airport,Yengema,WYE,"",SL,Sierra Leone,Africa,Africa/Freetown,0,8.616667,-11.058889,1300,5,2017-10-10 11:17:20
GGOV,OXB,Osvaldo Vieira Airport,Bissau,OXB,"",GW,Guinea-Bissau,Africa,Africa/Bissau,0,11.888889,-15.657222,11,4,2017-10-10 11:17:20
GLBU,UCN,Buchanan Airport,Buchanan,UCN,"",LR,Liberia,Africa,Africa/Monrovia,0,5.95,-10.033333,39,5,2017-10-10 11:17:20
GLCP,CPA,A. Tubman Airport,Cape Palmas,CPA,"",LR,Liberia,Africa,Africa/Monrovia,0,4.376667,-7.695556,20,4,2017-10-10 11:17:20
GLGE,SNI,R. E. Murray Airport,Sinoe,SNI,"",LR,Liberia,Africa,Africa/Monrovia,0,5.033056,-9.063611,10,5,2017-10-10 11:17:20
GLMR,MLW,Spriggs Payne Airport,Monrovia,MLW,"",LR,Liberia,Africa,Africa/Monrovia,0,6.289444,-10.758333,26,4,2017-10-10 11:17:20
GLNA,NIA,Nimba Airport,Nimba,NIA,"",LR,Liberia,Africa,Africa/Monrovia,0,7.491111,-8.591667,1632,5,2017-10-10 11:17:20
GLRB,ROB,Roberts International Airport,Monrovia,MLW,"",LR,Liberia,Africa,Africa/Monrovia,0,6.239722,-10.358889,31,4,2017-10-10 11:17:20
GLTN,THC,Tchien Airport,Tchien,THC,"",LR,Liberia,Africa,Africa/Monrovia,0,6.066667,-8.133333,787,5,2017-10-10 11:17:20
GMAD,AGA,Agadir Al Massira Airport,Agadir,AGA,"",MA,Morocco,Africa,Africa/Casablanca,0,30.328562,-9.410592,217,4,2017-12-13 18:29:45
GMAT,TTA,Tan Tan Airport,Tan Tan,TTA,"",MA,Morocco,Africa,Africa/Casablanca,0,28.45,-11.083333,247,4,2017-12-13 18:29:45
GMAZ,OZG,Zagora Airport,Zagora,"","",MA,Morocco,Africa,Africa/Casablanca,0,30.267143,-5.852456,2393,4,2017-12-13 18:29:45
GMFF,FEZ,Fes-Saiss Airport,Fez,FEZ,"",MA,Morocco,Africa,Africa/Casablanca,0,33.930791,-4.982138,1900,4,2017-12-13 18:29:45
GMFK,ERH,Moulay Ali Cherif Airport,Errachidia,ERH,"",MA,Morocco,Africa,Africa/Casablanca,0,31.946956,-4.400324,3403,4,2017-12-13 18:29:45
GMFO,OUD,Les Angades Airport,Oujda,OUD,"",MA,Morocco,Africa,Africa/Casablanca,0,34.783333,-1.933333,1535,4,2017-12-13 18:29:45
GMMC,CAS,Anfa Airport,Casablanca,CAS,"",MA,Morocco,Africa,Africa/Casablanca,0,33.559722,-7.663056,203,4,2017-12-13 18:29:45
GMMD,BEM,Beni Mellal National Airport,Beni Mellal,BEM,"",MA,Morocco,Africa,Africa/Casablanca,0,32.400744,-6.317363,1690,4,2017-12-13 18:29:45
GMME,RBA,Sale Airport,Rabat,RBA,"",MA,Morocco,Africa,Africa/Casablanca,0,34.036138,-6.748619,276,4,2017-12-13 18:29:45
GMMF,SII,Sidi Ifni Airport,Sidi Ifni,SII,"",MA,Morocco,Africa,Africa/Casablanca,0,29.4,-10.2,190,5,2017-12-13 18:29:45
GMMH,VIL,Dakhla Airport,Dakhla,VIL,"",MA,Morocco,Africa,Africa/Casablanca,0,23.714534,-15.929061,31,4,2017-12-13 18:29:45
GMMI,ESU,Essaouira Airport,Essaouira,ESU,"",MA,Morocco,Africa,Africa/Casablanca,0,31.3975,-9.681667,383,4,2017-12-13 18:29:45
GMML,EUN,Hassan I Airport,Laayoune,EUN,"",MA,Morocco,Africa,Africa/Casablanca,0,27.133333,-13.216667,207,4,2017-12-13 18:29:45
GMMN,CMN,Mohamed V International Airport,Casablanca,CAS,"",MA,Morocco,Africa,Africa/Casablanca,0,33.366667,-7.586667,656,2,2017-12-13 18:29:45
GMMS,SFI,Safi Airport,Safi,SFI,"",MA,Morocco,Africa,Africa/Casablanca,0,32.3,-9.333333,171,5,2017-12-13 18:29:45
GMMW,NDR,Nador International Airport,Nador,NDR,"",MA,Morocco,Africa,Africa/Casablanca,0,34.992863,-3.026172,585,4,2017-12-13 18:29:45
GMMX,RAK,Menara Airport,Marrakech,RAK,"",MA,Morocco,Africa,Africa/Casablanca,0,31.601875,-8.026902,1535,3,2017-12-13 18:29:45
GMMZ,OZZ,Ouarzazate Airport,Ouarzazate,OZZ,"",MA,Morocco,Africa,Africa/Casablanca,0,30.916667,-6.916667,3782,4,2017-12-13 18:29:45
GMTA,AHU,Charif Al Idrissi Airport,Al Hoceima,AHU,"",MA,Morocco,Africa,Africa/Casablanca,0,35.179722,-3.836944,89,4,2017-12-13 18:29:45
GMTN,TTU,Sania Ramel Airport,Tetouan,TTU,"",MA,Morocco,Africa,Africa/Casablanca,0,35.591244,-5.330265,12,4,2017-12-13 18:29:45
GMTT,TNG,Tangier Ibn Battouta Airport,Tangier,TNG,"",MA,Morocco,Africa,Africa/Casablanca,0,35.726286,-5.912898,62,4,2017-12-13 18:29:45
GOGG,ZIG,Ziguinchor Airport,Ziguinchor,ZIG,"",SN,Senegal,Africa,Africa/Dakar,0,12.556111,-16.275833,75,4,2017-10-10 11:17:20
GOGK,KDA,Kolda Airport,Kolda,KDA,"",SN,Senegal,Africa,Africa/Dakar,0,12.898835,-14.968835,128,4,2017-10-10 11:17:20
GOGS,CSK,Cap Skirring Airport,Cap Skirring,CSK,"",SN,Senegal,Africa,Africa/Dakar,0,12.392154,-16.744121,65,4,2017-10-10 11:17:20
GOOK,KLC,Kaolack Airport,Kaolack,KLC,"",SN,Senegal,Africa,Africa/Dakar,0,14.083333,-16.5,26,5,2017-10-10 11:17:20
GOOY,DKR,Leopold Sedar Senghor International Airport,Dakar,DKR,"",SN,Senegal,Africa,Africa/Dakar,0,14.744975,-17.490194,89,3,2017-10-10 11:17:20
GOSM,MAX,Matam Airport,Matam,MAX,"",SN,Senegal,Africa,Africa/Dakar,0,15.593056,-13.323611,85,5,2017-10-10 11:17:20
GOSP,POD,Podor Airport,Podor,POD,"",SN,Senegal,Africa,Africa/Dakar,0,16.666667,-14.966667,20,5,2017-10-10 11:17:20
GOSR,RDT,Richard Toll Airport,Richard Toll,RDT,"",SN,Senegal,Africa,Africa/Dakar,0,16.437222,-15.657222,20,5,2017-10-10 11:17:20
GOSS,XLS,St. Louis Airport,Saint Louis,XLS,"",SN,Senegal,Africa,Africa/Dakar,0,16.050278,-16.460278,10,5,2017-10-10 11:17:20
GOTB,BXE,Bakel Airport,Bakel,BXE,"",SN,Senegal,Africa,Africa/Dakar,0,14.841667,-12.467778,98,5,2017-10-10 11:17:20
GOTK,KGG,Kedougou Airport,Kedougou,KGG,"",SN,Senegal,Africa,Africa/Dakar,0,12.570833,-12.217222,584,5,2017-10-10 11:17:20
GOTS,SMY,Simenti Airport,Simenti,SMY,"",SN,Senegal,Africa,Africa/Dakar,0,13.166667,-13.166667,171,5,2017-10-10 11:17:20
GOTT,TUD,Tambacounda Airport,Tambacounda,TUD,"",SN,Senegal,Africa,Africa/Dakar,0,13.736111,-13.658333,161,5,2017-10-10 11:17:20
GQNA,AEO,Aioun El Atrouss Airport,Aioun El Atrouss,AEO,"",MR,Mauritania,Africa,Africa/Nouakchott,0,16.709167,-9.635556,951,5,2017-10-10 11:17:20
GQNB,OTL,Boutilimit Airport,Boutilimit,OTL,"",MR,Mauritania,Africa,Africa/Nouakchott,0,17.75,-14.666667,121,5,2017-10-10 11:17:20
GQNC,THI,Tichitt Airport,Tichitt,THI,"",MR,Mauritania,Africa,Africa/Nouakchott,0,18.45,-9.5,561,5,2017-10-10 11:17:20
GQND,TIY,Tidjikja Airport,Tidjikja,TIY,"",MR,Mauritania,Africa,Africa/Nouakchott,0,18.566667,-11.416667,1316,5,2017-10-10 11:17:20
GQNE,BGH,Abbaye Airport,Boghe,BGH,"",MR,Mauritania,Africa,Africa/Nouakchott,0,16.633333,-14.2,66,5,2017-10-10 11:17:20
GQNF,KFA,Kiffa Airport,Kiffa,KFA,"",MR,Mauritania,Africa,Africa/Nouakchott,0,16.588889,-11.405278,423,5,2017-10-10 11:17:20
GQNH,TMD,Timbedra Airport,Timbedra,TMD,"",MR,Mauritania,Africa,Africa/Nouakchott,0,16.236667,-8.154167,692,5,2017-10-10 11:17:20
GQNI,EMN,Nema Airport,Nema,EMN,"",MR,Mauritania,Africa,Africa/Nouakchott,0,16.6,-7.283333,758,5,2017-10-10 11:17:20
